Molecule ChEMBL ID,#RO5 Violations,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type
CHEMBL99,0,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,Ki,,,,CHEMBL4048833,Inhibition of recombinant human N-terminal GST-tagged HDAC7 (518 to 991 residues) expressed in baculovirus-infected insect cells after 60 mins by fluorimeter,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4043295,1,Scientific Literature,J Med Chem,2018,None,,
CHEMBL483254,0,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,IC50,=,8.2,nM,CHEMBL4339273,Inhibition of HDAC7 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4339181,1,Scientific Literature,J Med Chem,2019,None,,
CHEMBL4460552,1,C[C@H](NC(=O)c1nc(-c2ncc(-c3ccccc3)s2)sc1C1CC1)c1ccc(C(=O)NO)cc1,IC50,>,20000,nM,CHEMBL4357503,Inhibition of human N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus infected Sf9 cells using Ac-Leu-Gly-Lys(Tfa)-AMC as susbtrate after 24 hrs by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4354838,1,Scientific Literature,J Med Chem,2020,CHEMBL3308860,,
CHEMBL3758457,0,O=C(/C=C/c1ccc(/C=C(/CNC2CC2)c2ccc(F)cc2)cc1)NO,IC50,=,1500,nM,CHEMBL3760293,Inhibition of HDAC7 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3758160,1,Scientific Literature,Eur J Med Chem,2016,None,,
CHEMBL3427766,0,Cn1cc(-c2n[nH]c3c2CCCC3C(N)=O)c2ccccc21,Inhibition,,,%,CHEMBL3430209,Inhibition of HDAC7 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3425433,1,Scientific Literature,Bioorg Med Chem Lett,2015,None,,
CHEMBL4162183,1,COc1cc2ccn(CCOc3cccc(NC(=O)CCCCCCC(=O)NO)c3)c2c(OC)c1OC,IC50,>,10000,nM,CHEMBL4143555,Inhibition of N-terminal GST-tagged human HDAC7 expressed in baculovirus infected Sf9 insect cells preincubated for 5 mins followed by substrate addition measured after 30 mins by fluorescence assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4138235,1,Scientific Literature,Eur J Med Chem,2018,None,,
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,29760,nM,CHEMBL3224043,Inhibition of HDAC7 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3217474,1,Scientific Literature,Medchemcomm,2014,None,,
CHEMBL5199527,0,COc1cc(C(=O)c2csc(-c3ccc(OCCCC(=O)NO)cc3)n2)cc(OC)c1OC,IC50,=,43220,nM,CHEMBL5097986,Inhibition of full length N-terminal GST-tagged human recombinant HDAC7 (501 to 952 residues) expressed in Baculovirus system using Ac-Leu-Gly-Lys (Ac)-AMC as substrate pretreated for 5 mins followed by substrate addition and measured after 30 mins,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL5096187,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL5178280,0,COc1cc(C(=O)c2csc(-c3ccc(NC(=O)/C=C/C(=O)NO)cc3)n2)cc(OC)c1OC,IC50,=,28270,nM,CHEMBL5097986,Inhibition of full length N-terminal GST-tagged human recombinant HDAC7 (501 to 952 residues) expressed in Baculovirus system using Ac-Leu-Gly-Lys (Ac)-AMC as substrate pretreated for 5 mins followed by substrate addition and measured after 30 mins,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL5096187,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL2179618,0,CCCCN(Cc1ccc(C(=O)NO)cc1)C(=O)Nc1ccccc1,IC50,=,2430,nM,CHEMBL4729574,Inhibition of human HDAC7 expressed in HEK293/T17 cells pre-incubated for 10 mins before Boc-Lys(TFA)-AM substrate addition and measured after 30 mins by fluorescence-based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4725372,1,Scientific Literature,J Med Chem,2020,None,TIME = 0.6667 hr,INHIBITOR
CHEMBL3735778,0,O=C(NCCCCN1C(=O)c2ccccc2C1=O)c1coc(-c2ccccc2O)n1,Inhibition,=,1.1,%,CHEMBL3738434,Inhibition of human recombinant HDAC7 at 20 uM using Boc-Lys(Tfa)-AMC as substrate after 30 to 60 mins by microplate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3734759,1,Scientific Literature,Medchemcomm,2015,None,,
CHEMBL2381751,0,O=C(CCCCc1cn(Cc2ccc(Br)cc2)nn1)NO,Inhibition,,,%,CHEMBL2383094,Inhibition of human recombinant HDAC7 at 10 uM incubated for 10 mins prior to substrate addition measured after 60 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL2380293,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,
CHEMBL2381750,0,O=C(CCCCc1cn(Cc2ccc(Cl)cc2)nn1)NO,Inhibition,,,%,CHEMBL2383094,Inhibition of human recombinant HDAC7 at 10 uM incubated for 10 mins prior to substrate addition measured after 60 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL2380293,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,
CHEMBL2381747,0,O=C(CCCCc1cn(Cc2ccccc2Br)nn1)NO,Inhibition,,,%,CHEMBL2383094,Inhibition of human recombinant HDAC7 at 10 uM incubated for 10 mins prior to substrate addition measured after 60 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL2380293,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,
CHEMBL2381746,0,O=C(CCCCc1cn(Cc2ccccc2)nn1)NO,Inhibition,,,%,CHEMBL2383094,Inhibition of human recombinant HDAC7 at 10 uM incubated for 10 mins prior to substrate addition measured after 60 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL2380293,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,
CHEMBL2381740,0,O=C(CCCCc1cn(Cc2ccc3c(c2)OCO3)nn1)NO,Inhibition,,,%,CHEMBL2383094,Inhibition of human recombinant HDAC7 at 10 uM incubated for 10 mins prior to substrate addition measured after 60 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL2380293,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,
CHEMBL2381736,0,O=C(CCCCc1cn(Cc2ccc3ccccc3n2)nn1)NO,Inhibition,,,%,CHEMBL2383094,Inhibition of human recombinant HDAC7 at 10 uM incubated for 10 mins prior to substrate addition measured after 60 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL2380293,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,
CHEMBL2381734,0,O=C(CCCCc1cn(Cc2ccc3ccccc3c2)nn1)NO,Inhibition,,,%,CHEMBL2383094,Inhibition of human recombinant HDAC7 at 10 uM incubated for 10 mins prior to substrate addition measured after 60 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL2380293,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,
CHEMBL2381732,0,O=C(CCCCc1cn(Cc2cccc(Br)c2)nn1)NO,Inhibition,,,%,CHEMBL2383094,Inhibition of human recombinant HDAC7 at 10 uM incubated for 10 mins prior to substrate addition measured after 60 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL2380293,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,
CHEMBL2381729,0,O=C(CCCCc1cn(Cc2ccc(Oc3ccccc3)cc2)nn1)NO,Inhibition,,,%,CHEMBL2383094,Inhibition of human recombinant HDAC7 at 10 uM incubated for 10 mins prior to substrate addition measured after 60 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL2380293,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,
CHEMBL2381752,0,COc1ccc(Cn2cc(CCCCC(=O)NO)nn2)cc1,Inhibition,,,%,CHEMBL2383094,Inhibition of human recombinant HDAC7 at 10 uM incubated for 10 mins prior to substrate addition measured after 60 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL2380293,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,
CHEMBL4649052,1,CCOC(=O)C1=CN(Cc2ccc(C(=O)NO)cc2)S(=O)(=O)NC1c1ccc(Cl)cc1Cl,Inhibition,=,40,%,CHEMBL4616285,Inhibition of recombinant human GST-His-tagged HDAC7 at 1 uM using fluorogenic HDAC substrate incubated for 30 mins by microplate reader assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4613316,1,Scientific Literature,ACS Med Chem Lett,2020,None,,
CHEMBL4093691,0,COc1ccc2c(C(=O)c3cc(OC)c(OC)c(OC)c3)cn(Cc3ccc(C(=O)NO)cc3)c2c1,IC50,=,958,nM,CHEMBL4042503,Inhibition of recombinant human HDAC7 using fluorogenic substrate by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4041521,1,Scientific Literature,Eur J Med Chem,2017,None,,
CHEMBL3110004,2,O=C(NCC1(c2nc(-c3ccccc3)cs2)CCOCC1)c1cccc(-c2noc(C(F)(F)F)n2)c1,IC50,=,112,nM,CHEMBL4042503,Inhibition of recombinant human HDAC7 using fluorogenic substrate by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4041521,1,Scientific Literature,Eur J Med Chem,2017,None,,
CHEMBL4465202,0,Cc1cc(OCCCC(=O)Nc2ncc(Br)s2)ccc1Cl,Inhibition,,,%,CHEMBL4397115,Inhibition of human HDAC7 using fluorogenic peptide Class2a Substrate (Boc-Lys(trifluoroacetyl)-AMC) as substrate by fluorescence method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4396867,1,Scientific Literature,J Med Chem,2019,None,,
CHEMBL4443377,0,Fc1cccc2c1SC(=S)N1CCCN=C21,IC50,>,50000,nM,CHEMBL4409768,Inhibition of recombinant human C-terminal His-tagged N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus infected Sf9 cells using Boc-Lys(TFA)-AMC as substrate incubated for 1 hr by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4406872,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,
CHEMBL4464526,0,S=C1Sc2cccc(Br)c2C2=NCCCN12,IC50,>,50000,nM,CHEMBL4409768,Inhibition of recombinant human C-terminal His-tagged N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus infected Sf9 cells using Boc-Lys(TFA)-AMC as substrate incubated for 1 hr by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4406872,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,
CHEMBL27759,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL96051,0,O=C(CCCCCN1C(=O)c2cccc3cccc(c23)C1=O)NO,Inhibition,,,%,CHEMBL1267855,Inhibition of HDAC7 expressed in hamster BHK cell line assessed as increase in plasma membrane Fdelta508 CFTR protein at 1 uM by immunofluorescence method,B,BAO_0000219,cell-based format,None,None,None,BHK,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1255383,1,Scientific Literature,Nat Chem Biol,2010,None,,
CHEMBL98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL52606,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL471043,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4095596,0,CC(CCCCCC(=O)NO)n1cc(-c2ncnc3[nH]ccc23)cn1,Inhibition,=,33,%,CHEMBL4031371,Inhibition of N-terminal GST tagged human recombinant HDAC7 (518 to 991 residues) expressed in Baculovirus infected insect cells at 10 uM in presence of ATP relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4028864,1,Scientific Literature,J Med Chem,2017,None,,
CHEMBL515256,0,CC(=O)NS(=O)(=O)NCCCCCC(=O)Nc1cccc(-c2ccccc2)c1,Activity,,,,CHEMBL1029050,Inhibition of human recombinant N-terminal histidine-tagged HDAC7 expressed in baculovirus by fluorimetry,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1149076,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,
CHEMBL538364,0,COc1ccc(-c2ccc(/C=C/C=C/C(=O)NO)cc2)cc1,IC50,>,100000,nM,CHEMBL3238610,Inhibition of human HDAC7 using fluorogenic tetrapeptide RHKKAc as substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3232764,1,Scientific Literature,Eur J Med Chem,2014,None,,
CHEMBL235842,0,CC(=O)Nc1ccc(C(=O)Nc2cc(-c3cccs3)ccc2N)cc1,IC50,>,20000,nM,CHEMBL948015,Inhibition of HDAC7,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1142268,1,Scientific Literature,J Med Chem,2008,None,,
CHEMBL4475077,0,S=C1Sc2ccc(Br)cc2C2=NCCN12,IC50,=,4500,nM,CHEMBL4409768,Inhibition of recombinant human C-terminal His-tagged N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus infected Sf9 cells using Boc-Lys(TFA)-AMC as substrate incubated for 1 hr by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4406872,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,
CHEMBL4578368,0,Cc1ccc2c(c1)C1=NCCN1C(=S)S2,IC50,>,50000,nM,CHEMBL4409768,Inhibition of recombinant human C-terminal His-tagged N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus infected Sf9 cells using Boc-Lys(TFA)-AMC as substrate incubated for 1 hr by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4406872,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,
CHEMBL4438437,0,Fc1cccc2c1C1=NCCN1C(=S)S2,IC50,>,50000,nM,CHEMBL4409768,Inhibition of recombinant human C-terminal His-tagged N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus infected Sf9 cells using Boc-Lys(TFA)-AMC as substrate incubated for 1 hr by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4406872,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,
CHEMBL3827814,1,CN(Cc1nc2c(N3CCOCC3)nc(-c3ccc(N)cc3)nc2n1C)c1ncc(C(=O)NO)cn1,IC50,>,1000,nM,CHEMBL3829037,Inhibition of N-terminal GST-tagged human recombinant HDAC7 (518 to end residues) expressed in baculovirus infected insect Sf9 cells using Ac-peptide-AMC as substrate assessed as release of AMC preincubated for 15 mins followed by substrate addition measured after 1 hr by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3826921,1,Scientific Literature,J Med Chem,2016,CHEMBL3308860,,
CHEMBL4547886,2,Cc1cc(-c2nc3sc4c(c3c(=O)[nH]2)CCN(C)C4)cc(C)c1OCc1cccc(C(=O)Nc2ccccc2N)c1,IC50,>,10000,nM,CHEMBL4344661,Inhibition of HDAC7 (unknown origin) using biotinylated histone H3 KAc peptide (1 to 21 residues) as substrate by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4342471,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL4471956,2,Cc1cc(-c2nc3sc4c(c3c(=O)[nH]2)CCN(C)C4)cc(C)c1OCc1ccc(C(=O)Nc2ccccc2N)cc1,IC50,>,10000,nM,CHEMBL4344661,Inhibition of HDAC7 (unknown origin) using biotinylated histone H3 KAc peptide (1 to 21 residues) as substrate by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4342471,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL4514808,0,Cc1cc(-c2nc3sc4c(c3c(=O)[nH]2)CCN(C)C4)cc(C)c1OCCCCCC(=O)NO,IC50,>,10000,nM,CHEMBL4344661,Inhibition of HDAC7 (unknown origin) using biotinylated histone H3 KAc peptide (1 to 21 residues) as substrate by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4342471,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL5203312,1,COc1cc(C(=O)c2csc(-c3ccc(OCc4ccc(C(=O)NO)cc4)cc3)n2)cc(OC)c1OC,IC50,=,40050,nM,CHEMBL5097986,Inhibition of full length N-terminal GST-tagged human recombinant HDAC7 (501 to 952 residues) expressed in Baculovirus system using Ac-Leu-Gly-Lys (Ac)-AMC as substrate pretreated for 5 mins followed by substrate addition and measured after 30 mins,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL5096187,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL4294949,0,C=C1CN(Cc2ccc(C(=O)Nc3ccccc3N)cc2)C(=O)c2ccccc21,IC50,=,4100,nM,CHEMBL4401306,Inhibition of recombinant human HDAC7 using fluorescently-labeled acetylated histone peptide as substrate by microfluidic mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4400533,1,Scientific Literature,Eur J Med Chem,2019,None,,
CHEMBL5205415,0,O=C(/C=C/c1ccc(CNc2ccc3nc4n(c(=O)c3c2)CCCCC4)cc1)NO,IC50,=,4080,nM,CHEMBL5118509,Inhibition of HDAC7 (unknown origin) by colorimetric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL5113502,1,Scientific Literature,Eur J Med Chem,2022,None,,INHIBITOR
CHEMBL4536605,0,O=C(NO)c1ccc(CN2CCCc3cc(Cl)ccc32)cc1,IC50,=,4550,nM,CHEMBL5096851,Inhibition of full length human recombinant HDAC7 using Ac-LGK(TFA)-AMC fluorogenic peptide as substrate incubated for 2 hrs by microplate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL5096156,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.0 hr,INHIBITOR
CHEMBL4438566,0,O=C(NO)c1ccc(CN2c3ccccc3Sc3ccccc32)cc1,IC50,=,12250,nM,CHEMBL4821488,Inhibition of N-terminal GST-tagged human HDAC7 (518 to end residues) expressed in baculovirus-infected Sf9 cells using Boc Lys(TFA)-AMC as substrate preincubated for 5 mins followed by substrate addition and further incubated for 30 mins by fluorogenic assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4819073,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL5206361,None,CCCN(CCCCOCCOCCOCCOCCOCC(=O)N[C@@H](C(=O)N1C[C@@H](O)C[C@@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C)C[C@@H](C)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,,,,CHEMBL5130699,Inhibition of recombinant HDAC7 (unknown origin) using Boc-Lys(TFA)-AMC as substrate by fluorescence based plate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL5126633,1,Scientific Literature,J Med Chem,2022,None,,
CHEMBL16300,0,O=C(NO)c1ccccc1,IC50,=,15600,nM,CHEMBL2340957,Inhibition of HDAC7 (unknown origin) assessed as fluorescence intensity measured after 60 mins incubation at room temperature by trypsin-free microfluidic lab-on-a-chip assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL2331470,1,Scientific Literature,J Med Chem,2013,None,,
CHEMBL3335312,0,O=C(CCCCCCc1ccn(Cc2ccc(-c3ccccc3)cc2)n1)NO,IC50,=,4490,nM,CHEMBL3388844,Inhibition of human recombinant HDAC7 after 60 mins by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3352093,1,Scientific Literature,Eur J Med Chem,2014,None,,
CHEMBL5206232,0,COc1cc(C(=O)c2csc(-c3ccc(NC(=O)CCC(=O)NO)cc3)n2)cc(OC)c1OC,IC50,=,46660,nM,CHEMBL5097986,Inhibition of full length N-terminal GST-tagged human recombinant HDAC7 (501 to 952 residues) expressed in Baculovirus system using Ac-Leu-Gly-Lys (Ac)-AMC as substrate pretreated for 5 mins followed by substrate addition and measured after 30 mins,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL5096187,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL5194919,2,COc1cc(C(=O)c2csc(-c3ccc(NCCC(=O)Nc4ccccc4N)cc3)n2)cc(OC)c1OC,IC50,=,38670,nM,CHEMBL5097986,Inhibition of full length N-terminal GST-tagged human recombinant HDAC7 (501 to 952 residues) expressed in Baculovirus system using Ac-Leu-Gly-Lys (Ac)-AMC as substrate pretreated for 5 mins followed by substrate addition and measured after 30 mins,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL5096187,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL5206573,2,COc1cc(C(=O)c2csc(-c3ccc(C#CCCC(=O)Nc4ccccc4N)cc3)n2)cc(OC)c1OC,IC50,=,30610,nM,CHEMBL5097986,Inhibition of full length N-terminal GST-tagged human recombinant HDAC7 (501 to 952 residues) expressed in Baculovirus system using Ac-Leu-Gly-Lys (Ac)-AMC as substrate pretreated for 5 mins followed by substrate addition and measured after 30 mins,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL5096187,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5833 hr,INHIBITOR
