Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type
CHEMBL5199458,,None,1031.21,None,None,10,CCCN(CCCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C)C[C@@H](C)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,=,220,nM,6.66,,,UO_0000065,6.46,None,None,None,0,CHEMBL5130700,Inhibition of recombinant HDAC9 (unknown origin) using Boc-Lys(TFA)-AMC as substrate by fluorescence based plate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5126633,1,Scientific Literature,J Med Chem,2022,None,,INHIBITOR
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,SAHA,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,38,nM,7.42,,,UO_0000065,28.07,0.53,4.95,9.46,0,CHEMBL5118511,Inhibition of HDAC9 (unknown origin) by colorimetric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5113502,1,Scientific Literature,Eur J Med Chem,2022,None,,INHIBITOR
CHEMBL4522463,,None,406.49,0,3.87,13,CNC(=O)[C@H](Cc1ccccc1)n1nnc(-c2ccccc2)c1C#Cc1ccccc1,Inhibition,,,%,,,Not Active,UO_0000187,,,,,0,CHEMBL4431259,Inhibition of HDAC9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4428137,1,Scientific Literature,ACS Med Chem Lett,2016,None,,
CHEMBL5072502,,None,515.57,1,4.29,10b,COc1ccc2[nH]cc(CCN(Cc3ccc(C(=O)NO)cc3)C(=O)/C=C/c3ccc(O)c(OC)c3)c2c1,IC50,>,10,nM,,,,UO_0000065,,,,,0,CHEMBL5036502,Inhibition of recombinant HDAC9 (unknown origin) using Boc-Lys(trifluoroacetyl)-AMC as substrate pre-incubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5036306,1,Scientific Literature,J Med Chem,2021,None,TIME = 3.0 hr,
CHEMBL4514808,,None,470.6,0,3.7,17c,Cc1cc(-c2nc3sc4c(c3c(=O)[nH]2)CCN(C)C4)cc(C)c1OCCCCCC(=O)NO,IC50,>,10000,nM,,,,UO_0000065,,,,,0,CHEMBL4344655,Inhibition of HDAC9 (unknown origin) using biotinylated histone H3 KAc peptide (1 to 21 residues) as substrate by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4342471,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL4761013,,None,408.44,0,2.82,31;JM63,O=C(NO)c1ccc(CN2C(=O)c3ccccc3S2(=O)=O)cc1-c1ccccc1,IC50,=,38,nM,7.42,,,UO_0000065,18.17,0.35,4.6,7.15,0,CHEMBL4737694,Inhibition of recombinant human HDAC9 using Ac-LGK(TFA)-AMC as substrate preincubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4732198,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.25 hr,INHIBITOR
CHEMBL191482,AR-42,2,312.37,0,3.18,AR42,CC(C)[C@H](C(=O)Nc1ccc(C(=O)NO)cc1)c1ccccc1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4737694,Inhibition of recombinant human HDAC9 using Ac-LGK(TFA)-AMC as substrate preincubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4732198,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.25 hr,
CHEMBL3693786,CITARINOSTAT,1,467.96,0,4.79,Citarinostat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5188297,,None,460.54,0,4.24,WT161 (8),O=C(CCCCCCC(=O)N/N=C/c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO,IC50,>,10000,nM,,,,UO_0000065,,,,,0,CHEMBL5096796,Inhibition of recombinant full length HDAC9 (unknown origin) using fluorophore conjugated substrate by microplate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5096156,1,Scientific Literature,J Med Chem,2021,None,,
CHEMBL99,TRICHOSTATIN,1,302.37,0,2.58,TSA,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,=,4920,nM,5.31,,,UO_0000065,17.55,0.33,2.73,7.62,0,CHEMBL4422746,Inhibition of recombinant full-length human HDAC9 using Boc-Lys(trifluoroacetyl)-AMC as substrate measured after 2 hrs by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4422610,1,Scientific Literature,Eur J Med Chem,2018,None,,
CHEMBL4469098,,None,350.46,0,4.32,244e,O=C(NO)c1ccc(CN2c3ccccc3CC[C@@H]3CCCC[C@H]32)cc1,IC50,=,8900,nM,5.05,,,UO_0000065,14.41,0.27,0.73,9.61,0,CHEMBL4422774,Inhibition of human HDAC9 using fluorogenic HDAC substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4422610,1,Scientific Literature,Eur J Med Chem,2018,None,,
CHEMBL4867598,,None,378.39,0,2.48,8b,O=C(CCCO/N=C1C(=C2/C(=O)Nc3ccccc32)/Nc2ccccc2/1)NO,IC50,>,5000,nM,,,,UO_0000065,,,,,0,CHEMBL4845108,Inhibition of recombinant human HDAC9 measured after 30 mins by fluorescence microplate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4842385,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5 hr,
CHEMBL5208515,,None,1075.26,None,None,11,CCCN(CCCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C)C[C@@H](C)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,=,94,nM,7.03,,,UO_0000065,6.54,None,None,None,0,CHEMBL5130700,Inhibition of recombinant HDAC9 (unknown origin) using Boc-Lys(TFA)-AMC as substrate by fluorescence based plate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5126633,1,Scientific Literature,J Med Chem,2022,None,,INHIBITOR
CHEMBL5182870,,None,412.49,0,4.12,24g,Nc1ccccc1NC(=O)c1ccc(CN2CCC/C(=C\c3ccccn3)C2=O)cc1,Activity,=,92.34,%,,,,UO_0000187,,,,,0,CHEMBL5156405,Inhibition of HDAC9 (unknown origin) assessed as remaining enzyme activity at 1 uM using Boc-(Trifluoroacetyl) Lysine-AMC fluorogenic peptide as substrate preincubated for 10 mins followed by substrate addition for 30 mins in presence of ATP by fluoroscence based assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5154672,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.6667 hr,
CHEMBL4586038,,None,575.63,1,4.65,28e,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(NCc3ccc(C(=O)NO)c(C)c3)c2c(=O)n1-c1ccccc1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4405135,Inhibition of HDAC9 (unknown origin) using fluorogenic HDAC class 2a as substrate measured after 1 to 2 hrs by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4402587,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL99,TRICHOSTATIN,1,302.37,0,2.58,TSA,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4405135,Inhibition of HDAC9 (unknown origin) using fluorogenic HDAC class 2a as substrate measured after 1 to 2 hrs by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4402587,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL99,TRICHOSTATIN,1,302.37,0,2.58,TSA,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,Inhibition,=,92,%,,,,UO_0000187,,,,,0,CHEMBL4430681,Inhibition of recombinant C-terminal His-tagged human HDAC9 (604 to 1066 residues) expressed in baculovirus expression system using fluorogenic substrate at 100 uM by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4428107,1,Scientific Literature,Bioorg Med Chem,2016,None,,
CHEMBL4456269,,None,450.56,0,3.32,12; TMP974,CN1CCC(CNC(=O)c2cccc(C(=O)NO)c2)(c2nc(-c3ccccc3)cs2)CC1,Ki,=,5980,nM,5.22,,,UO_0000065,11.59,0.22,1.9,5.52,0,CHEMBL4368738,Inhibition of HDAC9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4364347,1,Scientific Literature,Bioorg Med Chem,2019,None,,
CHEMBL4451085,,None,305.42,0,3,6,CCCNNC(=O)CCCCCCC(=O)Nc1ccccc1,IC50,>,10000,nM,,,,UO_0000065,,,,,0,CHEMBL5128883,Inhibition of HDAC9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5126566,1,Scientific Literature,Bioorg Med Chem Lett,2022,None,,
CHEMBL4283683,DOMATINOSTAT,2,447.52,0,3.36,Domatinostat,Cn1cc(-c2ccc(S(=O)(=O)n3ccc(/C=C/C(=O)Nc4ccccc4N)c3)cc2)cn1,IC50,=,50000,nM,4.3,,,UO_0000065,9.61,0.18,0.94,3.84,0,CHEMBL5097245,Inhibition of HDAC9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5096165,1,Scientific Literature,Eur J Med Chem,2021,None,,INHIBITOR
CHEMBL4536605,,None,316.79,0,3.41,12; SW-100,O=C(NO)c1ccc(CN2CCCc3cc(Cl)ccc32)cc1,IC50,=,3460,nM,5.46,,,UO_0000065,17.24,0.34,2.05,10.39,0,CHEMBL5138187,Inhibition of full-length recombinant human HDAC9 using Boc-Lys(trifluoroacetyl)-AMC peptide as substrate by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5136990,1,Scientific Literature,Eur J Med Chem,2022,None,,INHIBITOR
CHEMBL1370863,,None,236.28,0,0.93,6d,CN1CCN(c2ccc([N+](=O)[O-])c(N)c2)CC1,IC50,>,200000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL4625011,Inhibition of HDAC9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4622928,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,,
CHEMBL5171489,,None,345.44,0,2.54,14,C#CCN(C)Cc1cccc(NC(=O)CCCCCCC(=O)NO)c1,IC50,>,10000,nM,,,,UO_0000065,,,,,0,CHEMBL5098852,Inhibition of human HDAC9 using Boc-Lys(trifluoroacetyl)-AMC as flurogenic substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5096208,1,Scientific Literature,J Med Chem,2021,None,,
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,1; SAHA,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,7372.8,nM,5.13,,,UO_0000065,19.42,0.37,2.66,6.54,0,CHEMBL5128883,Inhibition of HDAC9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5126566,1,Scientific Literature,Bioorg Med Chem Lett,2022,None,,INHIBITOR
CHEMBL5191938,,None,1050.17,None,None,8,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCC(F)(F)c2cnc(-c3ccc(C(C(=O)NO)c4ccccc4F)cc3)nc2)C(C)(C)C)cc1,IC50,,,,,,ND,,,,,,0,CHEMBL5130700,Inhibition of recombinant HDAC9 (unknown origin) using Boc-Lys(TFA)-AMC as substrate by fluorescence based plate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5126633,1,Scientific Literature,J Med Chem,2022,None,,
CHEMBL5172806,,None,987.16,3,5.66,9,CCCN(CCCCOCCOCCOCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C)C[C@@H](C)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,=,130,nM,6.89,,,UO_0000065,6.98,0.14,1.23,3.27,0,CHEMBL5130700,Inhibition of recombinant HDAC9 (unknown origin) using Boc-Lys(TFA)-AMC as substrate by fluorescence based plate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5126633,1,Scientific Literature,J Med Chem,2022,None,,INHIBITOR
CHEMBL2018302,TUBASTATIN A,None,335.41,0,2.8,Tubastatin A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4536605,,None,316.79,0,3.41,SW-100 (55),O=C(NO)c1ccc(CN2CCCc3cc(Cl)ccc32)cc1,IC50,=,3460,nM,5.46,,,UO_0000065,17.24,0.34,2.05,10.39,1,CHEMBL5096852,Inhibition of full length human recombinant HDAC9 using Ac-LGK(TFA)-AMC fluorogenic peptide as substrate incubated for 2 hrs by microplate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5096156,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.0 hr,INHIBITOR
CHEMBL3622730,,None,606.81,1,4.42,19,C/C=C1\NC(=O)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCSC(=O)CCCCCCC)OC(=O)[C@H](C(C)C)NC1=O,IC50,>,10000,nM,,,,UO_0000065,,,,,0,CHEMBL5030851,Inhibition of recombinant human C-terminal His-tagged HDAC9 (604 to 1066 residues) expressed in baculovirus infected Sf9 insect cells using fluorogenic substrate measured after 60 mins by FRET assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5030507,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.0 hr,
CHEMBL4556817,,None,293.28,0,1.98,6,O=C(/C=C/c1ccc2c(c1)C(=O)c1ccccc1C2=O)NO,IC50,>,100000,nM,,,,UO_0000065,,,,,0,CHEMBL4423353,Inhibition of human recombinant HDAC9 using fluorogenic HDAC substrate class 2A by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4422624,1,Scientific Literature,Eur J Med Chem,2019,None,,
CHEMBL408513,BELINOSTAT,4,318.35,0,2.01,8,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,EC50,=,128,nM,6.89,,,UO_0000065,21.65,0.43,4.88,7.22,0,CHEMBL5096908,Inhibition of recombinant human HDAC9 expressed in baculovirus expression system using KI-104 as substrate incubated for 3 hrs by by fluorescence-based assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5096158,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 3.0 hr,INHIBITOR
CHEMBL4750819,,None,299.37,0,3.45,4,CC(C)c1cc(Cc2ccc(OCC(=O)O)cc2)ccc1N,Inhibition,<,50,%,,,,UO_0000187,,,,,0,CHEMBL4683757,Inhibition of HDAC9 (unknown origin) at 10 uM relative to control,A,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4680157,1,Scientific Literature,Eur J Med Chem,2020,None,Dose = 10.0 microM,
CHEMBL99,TRICHOSTATIN,1,302.37,0,2.58,TSA,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,>,1000,nM,,,,UO_0000065,,,,,0,CHEMBL4376742,Inhibition of recombinant human HDAC9 (604-1066 residues) expressed in baculovirus infected Sf9 cells using FAM-RHKK-TFAc as substrate incubated for 3 hrs by electrophoretic mobility shift assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4373747,1,Scientific Literature,ACS Med Chem Lett,2020,CHEMBL3308860,,
CHEMBL1851943,PRACINOSTAT,3,358.49,0,3.24,Pracinostat,CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCN(CC)CC,IC50,>,10000,nM,,,,UO_0000065,,,,,0,CHEMBL4707192,Inhibition of C-terminal His-tagged human HDAC9 (604 to 1066 residues) expressed in baculovirus infected Sf9 cells using fluorogenic HDAC class2a as substrate measured after 30 mins by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4706478,1,Scientific Literature,J Med Chem,2018,None,TIME = 0.5 hr,
CHEMBL4761847,,None,435.48,1,5.83,11d,O=C(NO)c1ccc(Nc2c3ccccc3nc3ccc(OCc4ccccc4)cc23)cc1,IC50,=,1250,nM,5.9,,,UO_0000065,13.56,0.24,0.07,7.07,0,CHEMBL4685847,Inhibition of recombinant human C-terminal His-tagged HDAC9 (604 to 1066 residues) expressed in baculovirus infected Sf9 cells using fluorogenic HDAC 2A substrate preincubated for 5 mins followed by substrate addition and measured after 30 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4680220,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL5085987,,None,620.62,1,4.81,12,Cc1ccc(C(=O)N[C@@H](C(=O)Nc2ccc3c(c2)/C(=C/c2cnc[nH]2)C(=O)N3)c2ccccc2)c(=O)n1Cc1ccc(F)c(F)c1,Inhibition,<,30,%,,,,UO_0000187,,,,,0,CHEMBL5037973,Inhibition on human recombinant HDAC9 at 10 uM measured after 20 min by luminescence glo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5036349,1,Scientific Literature,Eur J Med Chem,2021,None,Dose = 10.0 microM | TIME = 0.3333 hr,
CHEMBL5076794,,None,381.43,0,2.5,8b,COc1ccc2c(c1)c(CCNC(C)=O)cn2Cc1ccc(C(=O)NO)cc1,IC50,=,362,nM,6.44,,,UO_0000065,16.89,0.31,3.94,6.96,0,CHEMBL5036502,Inhibition of recombinant HDAC9 (unknown origin) using Boc-Lys(trifluoroacetyl)-AMC as substrate pre-incubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5036306,1,Scientific Literature,J Med Chem,2021,None,TIME = 3.0 hr,INHIBITOR
CHEMBL3086767,,None,278.35,0,1.87,1; SCA; isolated,CCOC(=O)NCCCC(=O)NCCc1ccccc1,Inhibition,=,10,%,,,,UO_0000187,,,,,0,CHEMBL4430674,Inhibition of recombinant C-terminal His-tagged human HDAC9 (604 to 1066 residues) expressed in baculovirus expression system using fluorogenic substrate at 5 uM by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4428107,1,Scientific Literature,Bioorg Med Chem,2016,None,,
CHEMBL4248676,,None,357.41,0,4.57,6c,O=C(CCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1)NO,IC50,=,28960,nM,4.54,,,UO_0000065,12.7,0.23,-0.03,6.11,0,CHEMBL4685847,Inhibition of recombinant human C-terminal His-tagged HDAC9 (604 to 1066 residues) expressed in baculovirus infected Sf9 cells using fluorogenic HDAC 2A substrate preincubated for 5 mins followed by substrate addition and measured after 30 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4680220,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL2364628,RICOLINOSTAT,2,433.51,0,4.13,2; ACY1215,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO,IC50,>,10000,nM,,,,UO_0000065,,,,,0,CHEMBL5138155,Inhibition of HDAC9 (unknown origin) using fluorescent peptide substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5136990,1,Scientific Literature,Eur J Med Chem,2022,None,,
CHEMBL4526892,,None,337.42,0,2.66,17,CCCNNC(=O)c1ccc(CNC(=O)/C=C/c2ccccc2)cc1,IC50,>,5000,nM,,,,UO_0000065,,,,,0,CHEMBL5043903,Inhibition of human recombinant HDAC9 using Boc-Lys(triflouroacetyI)-AMC substrate incubated for 2 hrs by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5042504,1,Scientific Literature,J Med Chem,2022,None,TIME = 2.0 hr,
CHEMBL4749655,,None,454.53,0,2.28,20f,O=C(CCCCCCn1cnc2c(N3CCOCC3)nc(-c3cccc(CO)c3)nc21)NO,IC50,=,1282,nM,5.89,,,UO_0000065,12.96,0.24,3.61,4.69,0,CHEMBL4707192,Inhibition of C-terminal His-tagged human HDAC9 (604 to 1066 residues) expressed in baculovirus infected Sf9 cells using fluorogenic HDAC class2a as substrate measured after 30 mins by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4706478,1,Scientific Literature,J Med Chem,2018,None,TIME = 0.5 hr,INHIBITOR
CHEMBL5171822,,None,345.45,0,3.59,9,CN(Cc1ccc(C(=O)NO)cc1[18F])CC12CC3CC(CC(C3)C1)C2,IC50,=,5200,nM,5.28,,,UO_0000065,15.25,0.29,1.69,10.05,0,CHEMBL5138173,Inhibition of recombinant human HDAC9 using fluorogenic substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5136990,1,Scientific Literature,Eur J Med Chem,2022,None,,INHIBITOR
CHEMBL5083272,,None,592.56,1,4.9,7,O=C1Nc2ccc(NC(=O)c3cccc(NC(=O)c4cccn(Cc5ccc(F)c(F)c5)c4=O)c3)cc2/C1=C/c1cnc[nH]1,Inhibition,<,30,%,,,,UO_0000187,,,,,0,CHEMBL5037973,Inhibition on human recombinant HDAC9 at 10 uM measured after 20 min by luminescence glo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5036349,1,Scientific Literature,Eur J Med Chem,2021,None,Dose = 10.0 microM | TIME = 0.3333 hr,
CHEMBL396097,,None,227.26,0,2.32,2,O=C(NO)C(c1ccccc1)c1ccccc1,IC50,=,510,nM,6.29,,,UO_0000065,27.69,0.51,3.97,12.76,0,CHEMBL4310911,Inhibition of human C-terminal His-tagged HDAC9 (604 to 1066 residues) expressed in baculovirus infected Sf9 insect cells using Boc-Lys-TFA as substrate measured after 60 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4308884,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,,
CHEMBL2179618,NEXTURASTAT A,None,341.41,0,3.64,NextA,CCCCN(Cc1ccc(C(=O)NO)cc1)C(=O)Nc1ccccc1,IC50,=,2000,nM,5.7,,,UO_0000065,16.69,0.31,2.06,6.98,1,CHEMBL4355685,Inhibition of recombinant human HDAC9 expressed in HEK293T/17 cells using Boc-Lys(TFA)-AMC as substrate preincubated for 10 mins followed by substrate addition and measured after 30 mins by fluorescence-based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4354804,1,Scientific Literature,J Med Chem,2019,None,,
